id,zipcode,Influencer
1328,70001,No
1329,78520,No
1330,77002,No
1331,77469,No
1332,32907,No
1333,33312,Yes
1334,32141,Yes
1335,77303,Yes
1336,78550,Yes
1337,77450,No
1338,33030,No
1339,32086,No
1340,32907,No
1341,32720,No
1342,33068,No
1343,32608,Yes
1344,33971,No
1345,33012,Yes
1346,33305,No
1347,77520,No
1348,33430,Yes
1349,33324,No
1350,33952,No
1351,33432,Yes
1352,33172,No
1353,33920,Yes
1354,33067,Yes
1355,77530,Yes
1356,33076,Yes
1357,33176,Yes
1358,33010,Yes
1359,33156,Yes
1360,77021,No
1361,77060,Yes
1362,77036,No
1363,77075,No
1364,70665,No
1365,77080,No
1366,32724,Yes
1367,32169,No
1368,00953,Yes
1369,77023,Yes
1370,29161,No
1371,33907,No
1372,00612,Yes
1373,77506,No
1374,78523,No
1375,36522,No
1376,78404,No
1377,77089,Yes
1378,00949,Yes
1379,77520,No
1380,00791,Yes
1381,70605,No
1382,77511,No
1383,70058,Yes
1384,33167,No
1385,00792,No
1386,33064,Yes
1387,32118,Yes
1388,00612,Yes
1389,70445,Yes
1390,00926,Yes
1391,00610,No
1392,33179,No
1393,00773,Yes
1394,00738,Yes
1395,00906,Yes
1396,33101,Yes
1397,33161,No
1398,70427,No
1399,77034,No
1400,33825,Yes
1401,39503,Yes
1402,77521,No
1403,33442,Yes
1404,33009,Yes
1405,77316,No
1406,78405,No
1407,77373,No
1408,70003,No
1409,77338,No
1410,77049,No
1411,32763,No
1412,36525,Yes
1413,77083,No
1414,36575,No
1415,70126,No
1416,32901,No
1417,33074,No
1418,33412,Yes
1419,32724,Unknown
1420,77590,Yes
1421,33178,No
1422,78408,Yes
1423,36606,No
1424,77705,Unknown
1425,00773,No
1426,33141,No
1427,33016,Yes
1428,33177,Yes
1429,33183,Yes
1430,33314,No
1431,33991,Yes
1432,33909,Yes
1433,33174,No
1434,33157,Yes
1435,33015,Yes
1436,77063,Yes
1437,33174,No
1438,77514,Yes
1439,33428,No
1440,33185,Yes
1441,32904,Yes
1442,77023,No
1443,33166,Yes
1444,77571,Yes
1445,33186,Yes
1446,33138,Unknown
1447,33441,Yes
1448,77380,Yes
1449,33056,Yes
1450,33196,Yes
1451,33325,No
1452,77471,No
1453,33157,No
1454,33326,Yes
1455,33463,No
1456,33328,No
1457,33461,No
1458,77031,Yes
1459,33193,No
1460,33013,No
1461,77036,Yes
1462,77498,Unknown
1463,70471,Unknown
1464,32591,No
1465,70433,No
1466,36695,No
1467,32966,No
1468,77070,Yes
1469,32746,No
1470,33013,Yes
1471,77301,No
1472,77450,Yes
1473,78418,Yes
1474,77053,Unknown
1475,70601,Yes
1476,34986,No
1477,77302,No
1478,77080,Yes
1479,96910,No
1480,96910,No
1481,96928,No
1482,96916,No
1483,00830,No
1484,96928,Yes
1485,00805,No
1486,00831,No
1487,96952,Yes
1488,96912,No
1489,96923,No
1490,96916,No
1491,96912,No
1492,96912,No
1493,00805,No
1494,96917,No
1495,00805,No
1496,96912,No
1497,96928,No
1498,96928,No
1499,96912,No
1500,00830,Yes
1501,00830,No
1502,00841,No
1503,96928,No
1504,00851,No
1505,96928,No
1506,00803,No
1507,00802,No
1508,00830,Yes
1509,00805,No
1510,00830,Yes
