id,zipcode,Influencer
2465,91316,Yes
2466,11354,Yes
2467,11432,No
2468,10017,No
2469,30303,No
2470,11377,Yes
2471,17702,No
2472,29745,No
2473,07002,No
2474,76182,No
2475,90035,Yes
2476,43620,No
2477,95747,No
2478,18042,No
2479,11768,No
2480,62040,No
2481,01060,No
2482,28655,No
2483,44408,No
2484,64146,No
2485,31721,No
2486,19711,No
2487,44062,No
2488,66604,No
2489,43072,No
2490,28120,No
2491,47240,No
2492,85255,No
2493,75080,No
2494,55720,No
2495,18929,No
2496,48236,No
2497,54476,No
2498,72736,No
2499,75701,No
2500,81252,No
2501,80634,No
2502,45459,No
2503,74601,No
2504,28311,No
2505,11554,No
2506,16346,No
2507,44143,No
2508,71203,No
2509,17602,No
2510,56301,No
2511,44077,No
2512,68116,No
2513,59834,No
2514,31015,No
2515,70592,No
2516,55063,No
2517,73703,No
2518,55032,No
2519,19510,No
2520,28734,No
